,Year,Mileage,Engine,Power,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
1380,2017,42,2143.0,136.0,38030,31068,0,1,0,0,1,0,1,0,0,0
1381,2014,54,998.0,67.04,4259,47845,0,0,0,1,0,1,1,0,0,0
1382,2014,41,1199.0,76.8,3726,34107,0,0,0,1,0,1,0,0,1,0
1383,2016,44,1199.0,88.7,9659,13048,0,0,0,1,1,0,1,0,0,0
1384,2009,37,1995.0,181.0,12169,36385,0,1,0,0,1,0,0,0,0,1
1385,2014,44,1461.0,108.45,12550,43495,0,1,0,0,0,1,1,0,0,0
1386,2017,40,1499.0,110.4,9051,9941,0,0,0,1,1,0,1,0,0,0
1387,2018,32,2393.0,147.8,30302,5529,0,1,0,0,0,1,1,0,0,0
1388,2016,59,936.0,56.3,4791,51964,0,1,0,0,0,1,1,0,0,0
1389,2014,40,1798.0,189.0,8747,21784,0,0,0,1,1,0,1,0,0,0
1390,2018,25,3198.0,197.2,49348,18984,0,1,0,0,1,0,1,0,0,0
1391,2016,52,1582.0,126.32,12184,27884,0,1,0,0,1,0,0,0,1,0
1392,2017,42,1196.0,86.8,9857,15593,0,0,0,1,0,1,1,0,0,0
1393,2007,37,796.0,37.0,1140,36660,0,0,0,1,0,1,1,0,0,0
1394,2014,61,1498.0,98.6,7606,22369,0,1,0,0,0,1,1,0,0,0
1395,2012,37,2179.0,140.0,11789,22990,0,1,0,0,0,1,1,0,0,0
1396,2010,47,1399.0,68.0,3955,55923,0,1,0,0,0,1,1,0,0,0
1397,2018,39,1497.0,121.36,13995,10563,0,0,0,1,0,1,1,0,0,0
1398,2015,43,1197.0,81.83,7682,26454,0,0,0,1,0,1,1,0,0,0
1399,2012,30,2494.0,100.0,14603,81399,0,1,0,0,0,1,1,0,0,0
1400,2013,48,1461.0,83.8,8366,45981,0,1,0,0,0,1,1,0,0,0
1401,2013,30,2494.0,100.6,14223,29349,0,1,0,0,0,1,1,0,0,0
1402,2009,39,1497.0,118.0,3955,143954,0,0,0,1,0,1,1,0,0,0
1403,2016,56,998.0,67.1,5324,6213,0,0,0,1,0,1,1,0,0,0
1404,2016,45,1198.0,67.04,6480,30688,0,0,0,1,0,1,1,0,0,0
1405,2016,54,998.0,67.04,6465,7456,0,0,0,1,1,0,0,0,1,0
1406,2010,27,1796.0,178.0,17874,40389,0,0,0,1,0,1,0,0,1,0
1407,2013,55,1498.0,88.7,5324,109982,0,1,0,0,0,1,1,0,0,0
1408,2015,40,1591.0,121.3,11409,55302,0,0,0,1,0,1,1,0,0,0
1409,2009,35,1396.0,100.0,4943,44738,0,0,0,1,1,0,0,0,0,1
1410,2012,41,1298.0,85.8,7453,30447,0,0,0,1,0,1,1,0,0,0
1411,2014,34,2143.0,170.0,41072,31910,0,1,0,0,1,0,1,0,0,0
1412,2017,43,1197.0,81.86,13554,8363,0,0,0,1,0,1,1,0,0,0
1413,2014,40,1591.0,121.4,10176,22146,0,0,0,1,1,0,1,0,0,0
1414,2014,40,1998.0,163.7,9157,32867,0,1,0,0,0,1,1,0,0,0
1415,2010,33,1798.0,138.03,6845,57787,0,0,0,1,0,1,1,0,0,0
1416,2011,44,998.0,66.1,3042,43495,0,0,0,1,0,1,1,0,0,0
1417,2012,54,1461.0,63.1,3650,19913,0,1,0,0,0,1,1,0,0,0
1418,2013,59,624.0,37.48,1825,2920,0,0,0,1,0,1,1,0,0,0
1419,2014,55,1248.0,74.0,4411,44614,0,1,0,0,0,1,1,0,0,0
1420,2016,40,1968.0,184.0,41072,27961,0,1,0,0,1,0,1,0,0,0
1421,2016,60,1498.0,98.6,11409,9561,0,1,0,0,0,1,1,0,0,0
1422,2004,34,1599.0,104.0,2281,61390,0,0,0,1,0,1,1,0,0,0
1423,2016,33,1968.0,174.3,60088,26718,0,1,0,0,1,0,1,0,0,0
1424,2012,54,1248.0,73.94,5156,52886,0,1,0,0,0,1,1,0,0,0
1425,2018,36,2179.0,120.0,18863,23490,0,1,0,0,0,1,1,0,0,0
1426,2014,66,1248.0,88.5,10420,27961,0,1,0,0,0,1,1,0,0,0
1427,2011,50,1364.0,138.0,8747,72079,0,1,0,0,0,1,0,0,1,0
1428,2015,58,1396.0,69.0,3042,62182,0,1,0,0,0,1,0,0,1,0
1429,2006,37,796.0,37.0,1369,102526,0,0,0,1,0,1,1,0,0,0
1430,2015,38,1198.0,74.0,5780,13670,0,0,0,1,0,1,1,0,0,0
1431,2017,34,1999.0,149.92,24871,5903,0,0,0,1,1,0,1,0,0,0
1432,2012,27,2982.0,169.0,25100,94448,0,1,0,0,1,0,1,0,0,0
1433,2019,50,1197.0,83.1,13234,11001,0,0,0,1,0,1,1,0,0,0
1434,2016,50,1197.0,83.1,9279,7456,0,0,0,1,0,1,1,0,0,0
1435,2013,55,1998.0,112.0,33375,31689,0,1,0,0,1,0,1,0,0,0
1436,2009,30,2987.0,210.0,33466,26097,0,1,0,0,1,0,0,0,1,0
1437,2015,49,998.0,67.1,4031,31689,0,0,0,1,0,1,1,0,0,0
1438,2017,47,1197.0,81.8,8016,26425,0,0,0,1,0,1,1,0,0,0
1439,2014,51,1248.0,74.0,3772,27961,0,1,0,0,0,1,1,0,0,0
1440,2011,30,2494.0,102.0,9127,43495,0,1,0,0,0,1,1,0,0,0
1441,2009,27,2982.0,171.0,13538,57166,0,1,0,0,0,1,1,0,0,0
1442,2012,44,1995.0,184.0,27381,35515,0,1,0,0,1,0,0,0,1,0
1443,2016,39,1395.0,138.02,17707,33063,0,0,0,1,0,1,1,0,0,0
1444,2019,27,2982.0,171.0,13675,49709,0,1,0,0,0,1,1,0,0,0
1445,2009,36,1896.0,105.0,7986,45981,0,1,0,0,1,0,1,0,0,0
1446,2011,54,1396.0,90.0,4487,22990,0,1,0,0,0,1,1,0,0,0
1447,2013,49,1248.0,88.76,4031,39767,0,1,0,0,0,1,0,0,1,0
1448,2013,35,1598.0,103.6,6084,35540,0,0,0,1,0,1,1,0,0,0
1449,2016,41,1582.0,126.2,19015,34175,0,1,0,0,1,0,1,0,0,0
1450,2014,49,1197.0,85.8,4943,20505,0,0,0,1,0,1,1,0,0,0
1451,2008,30,1997.0,141.1,6084,43495,0,0,0,1,0,1,1,0,0,0
1452,2012,35,2179.0,140.0,9507,46602,0,1,0,0,0,1,0,0,1,0
1453,2016,50,1498.0,108.62,8823,36098,0,1,0,0,0,1,1,0,0,0
1454,2015,41,1193.0,88.7,7606,4626,0,0,0,1,0,1,1,0,0,0
1455,2016,30,2993.0,270.88,89341,10968,0,1,0,0,1,0,1,0,0,0
1456,2018,33,1798.0,138.03,26606,17597,0,0,0,1,1,0,1,0,0,0
1457,2011,44,998.0,66.1,2966,42874,0,0,0,1,0,1,0,0,1,0
1458,2007,26,2354.0,142.0,4563,49709,0,0,0,1,1,0,1,0,0,0
1459,2014,39,1197.0,80.0,8366,26324,0,0,0,1,0,1,1,0,0,0
1460,2013,29,2982.0,168.5,25100,76428,0,1,0,0,1,0,1,0,0,0
1461,2011,27,1796.0,186.0,22057,24854,0,0,0,1,1,0,0,0,1,0
1462,2016,64,1248.0,74.0,11850,18710,0,1,0,0,0,1,1,0,0,0
1463,2017,48,1248.0,88.76,12580,27200,0,1,0,0,0,1,1,0,0,0
1464,2019,29,2993.0,255.0,147664,16163,0,1,0,0,1,0,1,0,0,0
1465,2012,30,1598.0,102.5,3270,34796,0,0,0,1,0,1,1,0,0,0
1466,2008,30,1799.0,130.0,4563,59030,0,0,0,1,1,0,0,0,1,0
1467,2014,37,1995.0,184.0,43795,25531,0,1,0,0,1,0,1,0,0,0
1468,2011,47,1968.0,138.1,8290,26090,0,1,0,0,1,0,1,0,0,0
1469,2013,55,1248.0,74.0,6008,45040,0,1,0,0,0,1,1,0,0,0
1470,2013,54,1984.0,150.0,24339,57166,0,1,0,0,1,0,1,0,0,0
1471,2013,41,1298.0,85.8,6465,24854,0,0,0,1,0,1,1,0,0,0
1472,2014,29,2179.0,187.7,52482,34796,0,1,0,0,1,0,1,0,0,0
1473,2008,27,2354.0,177.6,3955,77671,0,0,0,1,1,0,0,0,0,1
1474,2017,30,2494.0,100.6,20506,18155,0,1,0,0,0,1,1,0,0,0
1475,2018,29,2982.0,168.5,48831,24809,0,1,0,0,0,1,1,0,0,0
1476,2018,43,1199.0,88.7,9385,23980,0,0,0,1,0,1,1,0,0,0
1477,2015,39,1497.0,118.0,8366,19883,0,0,0,1,0,1,1,0,0,0
1478,2017,66,1248.0,73.75,13919,17538,0,1,0,0,1,0,1,0,0,0
1479,2014,50,1461.0,84.8,6845,59030,0,1,0,0,0,1,1,0,0,0
1480,2014,30,2494.0,100.6,15972,120545,0,1,0,0,0,1,1,0,0,0
1481,2016,45,1198.0,86.8,8168,9209,0,0,0,1,0,1,1,0,0,0
1482,2012,35,1598.0,103.6,8290,32311,0,0,0,1,0,1,1,0,0,0
1483,2016,37,2179.0,140.0,14071,20505,0,1,0,0,0,1,1,0,0,0
1484,2016,54,1498.0,98.96,11713,18144,0,1,0,0,0,1,1,0,0,0
1485,2012,41,1968.0,108.49,12154,61984,0,1,0,0,0,1,1,0,0,0
1486,2012,47,1197.0,78.9,4563,30447,0,0,0,1,0,1,1,0,0,0
1487,2005,30,2494.0,102.0,6084,185990,0,1,0,0,0,1,1,0,0,0
1488,2018,48,1248.0,88.7,10176,23804,0,1,0,0,0,1,1,0,0,0
1489,2014,53,1248.0,74.0,6465,34796,0,1,0,0,0,1,1,0,0,0
1490,2017,51,1498.0,108.4,15972,19448,0,1,0,0,1,0,1,0,0,0
1491,2019,32,2393.0,147.8,34303,6984,0,1,0,0,0,1,1,0,0,0
1492,2014,40,1591.0,121.3,7910,29825,0,0,0,1,0,1,0,0,1,0
1493,2019,40,1497.0,117.3,18056,14839,0,0,0,1,0,1,1,0,0,0
1494,2014,61,1498.0,98.6,10633,40389,0,1,0,0,0,1,1,0,0,0
1495,2011,48,1598.0,103.6,7606,31068,0,1,0,0,0,1,1,0,0,0
1496,2014,28,2967.0,236.0,66933,15534,0,1,0,0,1,0,1,0,0,0
1497,2015,53,796.0,47.3,4244,13048,0,0,0,1,0,1,1,0,0,0
1498,2012,49,1248.0,88.8,4411,91962,0,1,0,0,0,1,0,0,1,0
1499,2016,35,1591.0,121.3,14984,42253,0,0,0,1,0,1,1,0,0,0
1500,2014,28,2987.0,224.0,74539,32311,0,1,0,0,1,0,1,0,0,0
1501,2016,38,2498.0,105.0,14071,11806,0,1,0,0,0,1,1,0,0,0
1502,2011,52,1582.0,126.3,5704,45981,0,1,0,0,0,1,0,0,1,0
1503,2017,61,1498.0,99.0,11089,18814,0,1,0,0,0,1,1,0,0,0
1504,2016,48,1496.0,113.98,35748,12427,0,1,0,0,1,0,1,0,0,0
1505,2013,32,796.0,35.0,3955,21644,0,0,0,1,0,1,1,0,0,0
1506,2015,49,1461.0,65.0,4715,55923,0,1,0,0,0,1,0,0,1,0
1507,2016,33,2143.0,203.0,45606,24065,0,1,0,0,1,0,1,0,0,0
1508,2016,44,1461.0,108.45,10237,35660,0,1,0,0,0,1,1,0,0,0
1509,2016,55,1248.0,74.0,5324,62137,0,1,0,0,0,1,1,0,0,0
1510,2011,38,1198.0,73.9,3574,31068,0,0,0,1,0,1,1,0,0,0
1511,2017,37,2179.0,140.0,24537,40364,0,1,0,0,0,1,1,0,0,0
1512,2014,38,1198.0,74.0,8975,45027,0,0,0,1,0,1,1,0,0,0
1513,2012,49,1197.0,85.8,5932,42735,0,0,0,1,0,1,1,0,0,0
1514,2012,30,2494.0,102.0,10572,42253,0,1,0,0,0,1,1,0,0,0
1515,2015,61,1498.0,98.6,10648,20505,0,1,0,0,0,1,1,0,0,0
1516,2017,39,1198.0,73.75,10998,13911,0,0,0,1,0,1,1,0,0,0
1517,2012,50,1248.0,88.8,5795,55923,0,1,0,0,0,1,1,0,0,0
1518,2012,43,1197.0,85.8,6845,26097,0,0,0,1,0,1,0,0,0,1
1519,2017,46,1582.0,126.2,19167,24088,0,1,0,0,0,1,1,0,0,0
1520,2015,28,2967.0,241.4,73018,13048,0,1,0,0,1,0,1,0,0,0
1521,2010,46,796.0,46.3,4502,36745,0,0,0,1,0,1,1,0,0,0
1522,2014,60,1498.0,98.6,4943,22369,0,1,0,0,0,1,1,0,0,0
1523,2011,43,1968.0,167.7,12930,59030,0,1,0,0,1,0,0,0,1,0
1524,2013,45,1582.0,126.24,13310,31689,0,1,0,0,1,0,1,0,0,0
1525,2011,44,998.0,67.1,4685,22624,0,0,0,1,0,1,1,0,0,0
1526,2017,30,1999.0,148.31,63130,24854,0,1,0,0,1,0,1,0,0,0
1527,2016,41,1497.0,117.3,10648,16963,0,0,0,1,0,1,1,0,0,0
1528,2011,34,1991.0,181.03,17494,18524,0,0,0,1,1,0,0,0,1,0
1529,2011,48,998.0,67.04,3955,44117,0,0,0,1,0,1,1,0,0,0
1530,2014,52,1582.0,126.3,6541,19883,0,1,0,0,0,1,1,0,0,0
1531,2017,41,1373.0,80.46,12702,11951,1,0,0,0,0,1,1,0,0,0
1532,2017,40,1968.0,141.0,37878,31385,0,1,0,0,1,0,1,0,0,0
1533,2011,35,1995.0,177.0,20916,63379,0,1,0,0,1,0,1,0,0,0
1534,2014,56,1186.0,73.97,5856,26269,0,1,0,0,0,1,1,0,0,0
1535,2014,30,2143.0,201.1,35368,28583,0,1,0,0,1,0,1,0,0,0
1536,2015,44,1197.0,82.0,8747,31068,0,0,0,1,0,1,1,0,0,0
1537,2008,47,1197.0,78.9,2510,38525,0,0,0,1,0,1,0,0,1,0
1538,2012,45,1968.0,138.1,9887,48466,0,1,0,0,0,1,1,0,0,0
1539,2011,41,1968.0,138.08,11409,49088,0,1,0,0,0,1,1,0,0,0
1540,2019,34,2967.0,245.0,110957,4208,0,1,0,0,1,0,1,0,0,0
1541,2010,27,2982.0,171.0,16733,83885,0,1,0,0,0,1,0,0,1,0
1542,2013,44,1061.0,67.0,4594,22814,0,0,0,1,0,1,1,0,0,0
1543,2013,49,814.0,55.2,5050,40426,0,0,0,1,0,1,1,0,0,0
1544,2013,45,1198.0,86.8,4928,20505,0,0,0,1,0,1,1,0,0,0
1545,2015,53,796.0,47.3,3574,6903,0,0,0,1,0,1,1,0,0,0
1546,2013,37,2523.0,62.1,8366,39146,0,1,0,0,0,1,1,0,0,0
1547,2015,41,1497.0,117.3,10268,16795,0,0,0,1,0,1,1,0,0,0
1548,2015,35,1598.0,103.52,9355,12178,0,0,0,1,0,1,1,0,0,0
1549,2016,51,1197.0,81.8,8290,17246,0,0,0,1,0,1,1,0,0,0
1550,2013,49,814.0,55.2,3498,12427,0,0,0,1,0,1,0,0,1,0
1551,2015,49,1197.0,83.14,9446,15398,0,0,0,1,0,1,1,0,0,0
1552,2014,45,1198.0,76.0,7925,29392,0,0,0,1,1,0,1,0,0,0
1553,2008,19,4134.0,250.0,18239,44117,0,0,0,1,1,0,1,0,0,0
1554,2010,41,1248.0,75.0,4715,83885,0,1,0,0,0,1,1,0,0,0
1555,2017,31,2179.0,138.03,11409,621,0,1,0,0,0,1,1,0,0,0
1556,2016,47,1498.0,88.8,6084,18019,0,1,0,0,0,1,1,0,0,0
1557,2016,41,1497.0,117.3,11759,22597,0,0,0,1,0,1,1,0,0,0
1558,2015,40,1497.0,117.3,11865,23612,0,0,0,1,0,1,1,0,0,0
1559,2011,37,796.0,37.0,1977,52175,0,0,0,1,0,1,1,0,0,0
1560,2014,47,1498.0,88.8,6723,51338,0,1,0,0,0,1,1,0,0,0
1561,2009,29,1991.0,147.9,6084,55302,0,1,0,0,1,0,1,0,0,0
1562,2016,37,2179.0,140.0,19775,33554,0,1,0,0,0,1,1,0,0,0
1563,2015,60,1498.0,98.6,8184,38332,0,1,0,0,0,1,1,0,0,0
1564,2011,39,1197.0,80.0,4943,20008,0,0,0,1,0,1,0,0,1,0
1565,2016,48,998.0,67.0,5887,42644,0,0,0,1,1,0,1,0,0,0
1566,2014,39,1968.0,138.03,12550,37903,0,1,0,0,1,0,0,0,1,0
1567,2018,48,1373.0,91.1,14116,20284,0,0,0,1,0,1,1,0,0,0
1568,2012,27,2179.0,120.0,9507,52816,0,1,0,0,1,0,1,0,0,0
1569,2008,35,1150.0,74.9,1749,46602,0,0,0,1,0,1,0,0,1,0
1570,2016,48,1373.0,91.2,11865,25070,0,0,0,1,0,1,1,0,0,0
1571,2012,54,1396.0,90.0,6845,37771,0,1,0,0,0,1,1,0,0,0
1572,2018,43,1199.0,88.7,11500,11597,0,0,0,1,0,1,1,0,0,0
1573,2017,37,2179.0,140.0,24461,35944,0,1,0,0,0,1,1,0,0,0
1574,2012,39,1197.0,80.0,6845,32458,0,0,0,1,0,1,1,0,0,0
1575,2012,52,1582.0,126.32,7606,79535,0,1,0,0,0,1,1,0,0,0
1576,2011,46,1086.0,68.05,3346,33554,0,0,0,1,0,1,1,0,0,0
1577,2014,54,998.0,67.04,6084,30944,0,0,0,1,1,0,1,0,0,0
1578,2012,49,1199.0,73.9,3818,60894,0,1,0,0,0,1,1,0,0,0
1579,2015,59,1248.0,74.0,7225,37341,0,1,0,0,0,1,1,0,0,0
1580,2008,37,1086.0,66.7,3042,42253,0,0,0,1,0,1,0,0,1,0
1581,2010,47,1197.0,78.9,3194,50580,0,0,0,1,0,1,0,0,1,0
1582,2013,38,1499.0,110.0,9507,23612,0,0,0,1,1,0,1,0,0,0
1583,2011,27,2987.0,210.0,16124,57314,0,1,0,0,1,0,0,0,1,0
1584,2017,59,1248.0,74.0,9127,30586,0,1,0,0,0,1,1,0,0,0
1585,2004,37,796.0,37.0,684,7456,0,0,0,1,0,1,0,0,1,0
1586,2010,37,1298.0,88.2,3803,34112,0,0,0,1,0,1,0,0,0,1
1587,2018,35,1591.0,121.3,19395,1553,0,0,0,1,0,1,1,0,0,0
1588,2017,40,1995.0,190.0,46077,20404,0,1,0,0,1,0,1,0,0,0
1589,2006,32,1299.0,70.0,2433,16824,0,0,0,1,0,1,1,0,0,0
1590,2017,53,1498.0,89.84,11469,46879,0,1,0,0,0,1,1,0,0,0
1591,2015,48,1373.0,91.1,10405,28956,0,0,0,1,0,1,1,0,0,0
1592,2012,43,1968.0,167.7,9127,44738,0,1,0,0,1,0,1,0,0,0
1593,2017,64,1498.0,98.6,12169,16777,0,1,0,0,0,1,1,0,0,0
1594,2016,40,1968.0,174.33,37634,42373,0,1,0,0,1,0,1,0,0,0
1595,2017,56,1120.0,70.0,8366,21393,0,1,0,0,0,1,1,0,0,0
1596,2013,28,2987.0,224.0,54763,28583,0,1,0,0,1,0,1,0,0,0
1597,2013,30,2494.0,100.6,17935,50047,0,1,0,0,0,1,1,0,0,0
1598,2011,39,1498.0,97.7,4563,26097,0,0,0,1,0,1,0,0,1,0
1599,2011,47,1968.0,138.1,10268,58919,0,1,0,0,1,0,0,0,1,0
1600,2006,34,1399.0,92.7,2129,62137,0,0,0,1,0,1,1,0,0,0
1601,2014,56,1498.0,98.6,8747,35418,0,1,0,0,0,1,1,0,0,0
1602,2010,49,1248.0,73.9,5172,49643,0,1,0,0,0,1,1,0,0,0
1603,2011,38,1198.0,73.9,7438,27805,0,0,0,1,0,1,0,0,1,0
1604,2013,31,1598.0,102.5,7530,19262,0,0,0,1,0,1,1,0,0,0
1605,2013,39,998.0,66.1,5309,37647,0,0,0,1,1,0,0,0,1,0
1606,2014,39,1497.0,118.0,9659,27198,0,0,0,1,0,1,1,0,0,0
1607,2017,44,1197.0,82.0,10770,14649,0,0,0,1,1,0,1,0,0,0
1608,2017,31,1999.0,177.0,57806,2485,0,1,0,0,1,0,1,0,0,0
1609,2012,28,2179.0,120.0,9507,38525,0,1,0,0,0,1,1,0,0,0
1610,2011,27,1796.0,186.0,15440,22369,0,0,0,1,1,0,1,0,0,0
1611,2014,32,1798.0,157.75,16353,49709,0,0,0,1,1,0,1,0,0,0
1612,2012,42,1991.0,147.9,7073,85132,0,1,0,0,1,0,1,0,0,0
1613,2010,28,2179.0,120.0,7225,37904,0,1,0,0,0,1,1,0,0,0
1614,2015,40,1591.0,121.3,11835,32429,0,0,0,1,0,1,1,0,0,0
1615,2016,54,1396.0,90.0,10268,47892,0,1,0,0,0,1,1,0,0,0
1616,2008,38,1497.0,78.0,4548,34796,0,0,0,1,1,0,1,0,0,0
1617,2013,47,1197.0,78.9,3574,13048,0,0,0,1,0,1,1,0,0,0
1618,2013,60,1498.0,98.6,5552,55568,0,1,0,0,0,1,1,0,0,0
1619,2012,52,998.0,67.04,4168,28353,0,0,0,1,0,1,0,0,1,0
1620,2013,45,1198.0,86.8,5324,33528,0,0,0,1,0,1,1,0,0,0
1621,2014,39,1197.0,80.0,7241,34674,0,0,0,1,0,1,1,0,0,0
1622,2016,35,1598.0,103.2,9431,16092,0,0,0,1,0,1,1,0,0,0
1623,2008,43,1896.0,66.0,3574,50952,0,1,0,0,0,1,0,0,1,0
1624,2014,30,2143.0,204.0,37269,32311,0,1,0,0,1,0,1,0,0,0
1625,2013,31,1598.0,102.57,9127,12427,0,0,0,1,0,1,1,0,0,0
1626,2017,49,814.0,55.2,5552,19777,0,0,0,1,0,1,1,0,0,0
1627,2016,43,1197.0,85.8,9522,11243,0,0,0,1,0,1,0,0,1,0
1628,2015,31,2967.0,241.4,50124,7434,0,1,0,0,1,0,1,0,0,0
1629,2018,43,1197.0,81.83,11865,14095,0,0,0,1,0,1,1,0,0,0
1630,2014,45,1198.0,86.8,6465,27042,0,0,0,1,0,1,1,0,0,0
1631,2014,41,1298.0,85.8,7393,30687,0,0,0,1,0,1,1,0,0,0
1632,2017,44,1197.0,81.86,7453,7610,0,0,0,1,0,1,1,0,0,0
1633,2014,27,2498.0,112.0,10739,42110,0,1,0,0,0,1,1,0,0,0
1634,2015,40,1798.0,189.0,6845,37286,0,0,0,1,1,0,1,0,0,0
1635,2011,56,998.0,67.1,4898,30213,0,0,0,1,0,1,1,0,0,0
1636,2014,51,1199.0,73.9,4943,18641,0,1,0,0,0,1,1,0,0,0
1637,2016,44,1197.0,82.0,6891,50706,0,0,0,1,0,1,1,0,0,0
1638,2017,34,2143.0,170.0,52908,20282,0,1,0,0,1,0,1,0,0,0
1639,2014,37,1591.0,121.3,9887,21250,0,0,0,1,1,0,1,0,0,0
1640,2010,36,1172.0,67.0,3422,44865,0,0,0,1,0,1,1,0,0,0
1641,2011,30,2494.0,100.0,12169,97149,0,1,0,0,0,1,0,0,1,0
1642,2017,43,1493.0,100.0,12732,29426,0,1,0,0,1,0,1,0,0,0
1643,2015,47,1498.0,88.8,8199,38362,0,1,0,0,0,1,1,0,0,0
1644,2018,52,1995.0,190.0,56741,20247,0,1,0,0,1,0,1,0,0,0
1645,2018,27,2987.0,254.79,107702,24934,0,1,0,0,1,0,1,0,0,0
1646,2012,27,2987.0,254.8,33847,31689,0,1,0,0,1,0,1,0,0,0
1647,2018,44,1197.0,81.86,9172,6457,0,0,0,1,0,1,1,0,0,0
1648,2011,32,1798.0,157.75,7453,28583,0,0,0,1,1,0,1,0,0,0
1649,2013,39,1197.0,78.9,6024,13048,0,0,0,1,1,0,1,0,0,0
1650,2011,54,1396.0,90.0,6997,70564,0,1,0,0,0,1,1,0,0,0
1651,2011,28,2179.0,120.0,8366,62143,0,1,0,0,0,1,0,0,1,0
1652,2013,45,1198.0,86.8,4943,39212,0,0,0,1,0,1,1,0,0,0
1653,2017,43,1197.0,81.83,9507,36350,0,0,0,1,0,1,1,0,0,0
1654,2007,25,2499.0,143.0,4563,55923,0,1,0,0,0,1,0,1,0,0
1655,2011,39,1493.0,110.0,6465,67258,0,1,0,0,0,1,1,0,0,0
1656,2011,27,2982.0,171.0,18634,90906,0,1,0,0,0,1,1,0,0,0
1657,2011,40,1995.0,184.0,16657,39110,0,1,0,0,1,0,0,0,1,0
1658,2013,29,2982.0,168.5,25100,40389,0,1,0,0,1,0,1,0,0,0
1659,2018,44,1199.0,88.76,11865,1056,0,0,0,1,1,0,1,0,0,0
1660,2013,46,1086.0,68.05,5628,21559,0,0,0,1,0,1,1,0,0,0
1661,2012,39,1197.0,80.0,6084,36039,0,0,0,1,0,1,1,0,0,0
1662,2015,46,1995.0,187.74,40692,20194,0,1,0,0,1,0,1,0,0,0
1663,2016,35,1968.0,181.0,42639,36450,0,1,0,0,1,0,1,0,0,0
1664,2017,47,1197.0,81.8,8275,23067,0,0,0,1,0,1,1,0,0,0
1665,2017,50,1197.0,83.1,9431,27340,0,0,0,1,1,0,1,0,0,0
1666,2005,31,1495.0,94.0,1369,28085,0,0,0,1,0,1,1,0,0,0
1667,2016,43,1197.0,85.8,6008,6835,0,0,0,1,0,1,1,0,0,0
1668,2011,61,624.0,35.0,669,40389,0,0,0,1,0,1,0,0,1,0
1669,2012,47,1399.0,68.0,4183,34178,0,1,0,0,0,1,1,0,0,0
1670,2011,43,1968.0,167.7,11409,50734,0,1,0,0,1,0,1,0,0,0
1671,2010,44,1248.0,93.0,3803,99419,0,1,0,0,0,1,0,0,1,0
1672,2015,35,2489.0,93.7,7606,105011,0,1,0,0,0,1,1,0,0,0
1673,2013,44,998.0,67.1,5476,41795,0,0,0,1,0,1,1,0,0,0
1674,2012,41,1496.0,88.7,6069,27478,0,0,0,1,0,1,1,0,0,0
1675,2015,44,1197.0,82.0,8579,22891,0,0,0,1,0,1,1,0,0,0
1676,2014,30,2494.0,100.0,18254,99419,0,1,0,0,0,1,1,0,0,0
1677,2008,39,1405.0,62.0,1064,82642,0,1,0,0,0,1,1,0,0,0
1678,2015,44,1995.0,184.0,28903,42951,0,1,0,0,1,0,1,0,0,0
1679,2017,25,3198.0,197.0,46366,23612,0,1,0,0,1,0,1,0,0,0
1680,2017,50,1462.0,103.25,12474,3417,0,0,0,1,0,1,1,0,0,0
1681,2015,60,1498.0,99.0,11485,621,0,1,0,0,0,1,1,0,0,0
1682,2007,35,1150.0,74.9,1506,36660,0,0,0,1,0,1,0,0,0,1
1683,2011,39,1497.0,118.0,6313,48626,0,0,0,1,1,0,1,0,0,0
1684,2016,39,1498.0,97.6,9431,55923,0,0,0,1,0,1,1,0,0,0
1685,2016,44,1197.0,85.8,6693,11184,0,0,0,1,0,1,1,0,0,0
1686,2012,47,1399.0,68.0,3194,37282,0,1,0,0,0,1,1,0,0,0
1687,2011,47,1248.0,75.0,3346,80778,0,1,0,0,0,1,1,0,0,0
1688,2018,43,1197.0,81.86,12686,20412,0,0,0,1,0,1,1,0,0,0
1689,2014,55,1248.0,74.0,6617,19883,0,1,0,0,0,1,1,0,0,0
1690,2014,53,1498.0,89.84,10344,38959,0,1,0,0,0,1,1,0,0,0
1691,2010,45,1248.0,73.9,5020,44117,0,1,0,0,0,1,1,0,0,0
1692,2016,44,1197.0,82.0,7666,12394,0,0,0,1,0,1,1,0,0,0
1693,2012,26,2953.0,153.86,13995,56544,0,1,0,0,1,0,1,0,0,0
1694,2014,51,1199.0,73.9,8670,45981,0,1,0,0,0,1,1,0,0,0
1695,2018,43,1493.0,100.0,12899,34544,0,1,0,0,0,1,1,0,0,0
1696,2013,26,2993.0,306.0,73018,36039,0,1,0,0,1,0,1,0,0,0
1697,2012,44,1461.0,108.45,9279,68489,0,1,0,0,0,1,1,0,0,0
1698,2010,52,998.0,67.04,4183,13050,0,0,0,1,0,1,1,0,0,0
1699,2017,57,1248.0,88.5,12169,75185,0,1,0,0,0,1,1,0,0,0
1700,2010,46,796.0,46.3,2814,45678,0,0,0,1,0,1,1,0,0,0
1701,2015,48,998.0,67.0,5856,21126,0,0,0,1,1,0,1,0,0,0
1702,2017,35,1196.0,73.0,7210,17628,0,0,0,1,0,1,1,0,0,0
