,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
1242,2013,Petrol,Manual,First,38,1198.0,73.9,7758,22990
1243,2006,Petrol,Manual,First,44,1061.0,67.0,2281,40389
1244,2011,Petrol,Manual,First,39,1497.0,118.0,7453,41010
1245,2010,Petrol,Manual,First,34,1799.0,130.2,4411,53437
1246,2005,Petrol,Manual,First,30,1493.0,100.0,1749,61165
1247,2010,Petrol,Manual,First,43,1197.0,80.0,3498,11184
1248,2018,Diesel,Manual,First,56,1120.0,70.0,9112,21791
1249,2011,Petrol,Automatic,Third,33,1598.0,103.6,5172,26097
1250,2009,Petrol,Manual,First,47,1197.0,78.9,2586,24854
1251,2009,Petrol,Manual,First,39,1197.0,80.0,3027,26718
1252,2012,Petrol,Manual,First,43,1199.0,79.4,3803,40389
1253,2013,Diesel,Manual,First,51,1199.0,73.9,7377,45981
1254,2010,Petrol,Manual,First,36,1196.0,70.0,4031,31809
1255,2014,Petrol,Automatic,First,23,1984.0,207.8,41605,8861
1256,2015,Diesel,Manual,Second,59,1498.0,98.6,10496,41221
1257,2013,Diesel,Manual,First,47,1399.0,68.05,5324,56047
1258,2015,Diesel,Manual,First,30,2494.0,100.6,19015,35948
1259,2017,Petrol,Automatic,First,44,1373.0,91.1,13995,19883
1260,2015,Petrol,Automatic,First,44,1197.0,82.0,7453,18411
1261,2014,Petrol,Manual,First,44,999.0,123.24,8442,33661
1262,2014,Petrol,Automatic,First,34,1798.0,177.6,20536,31068
1263,2010,Diesel,Manual,First,47,1248.0,91.7,3955,90098
1264,2015,Petrol,Manual,First,37,1298.0,88.2,6845,48466
1265,2013,Diesel,Automatic,Second,27,2993.0,180.0,51721,40389
1266,2012,Diesel,Manual,First,30,2494.0,102.0,18254,74564
1267,2015,Diesel,Manual,First,66,1248.0,74.0,7986,8699
1268,2014,Diesel,Automatic,First,41,1968.0,174.33,32797,35701
1269,2012,Diesel,Automatic,First,52,1995.0,190.0,37543,27619
1270,2013,Petrol,Manual,First,43,1197.0,82.9,5582,39629
1271,2016,Diesel,Automatic,First,40,1995.0,190.0,44875,19262
1272,2012,Petrol,Manual,First,41,1496.0,88.73,4715,37282
1273,2015,Diesel,Manual,First,39,1405.0,70.0,4411,48471
1274,2014,Diesel,Automatic,Second,0,2987.0,165.0,65412,20505
1275,2009,Petrol,Automatic,First,25,1984.0,114.4,24263,16825
1276,2011,Diesel,Manual,First,46,1598.0,103.6,6845,35589
1277,2014,Diesel,Manual,First,56,1120.0,70.0,5309,27961
1278,2014,Diesel,Manual,First,59,1248.0,74.0,6465,35616
1279,2008,Diesel,Manual,Second,56,1396.0,88.76,2890,75246
1280,2011,Diesel,Automatic,First,39,1995.0,218.0,25206,55302
1281,2012,Petrol,Manual,First,39,1497.0,118.0,8747,44738
1282,2013,Diesel,Automatic,Second,38,1968.0,147.51,21297,22369
1283,2013,Diesel,Manual,Second,45,1248.0,75.0,3803,53437
1284,2002,Petrol,Manual,First,30,1343.0,90.0,1825,52816
1285,2013,Diesel,Automatic,First,53,1995.0,190.0,21221,23371
1286,2007,Petrol,Manual,First,39,1388.0,68.0,2433,62137
1287,2016,Petrol,Automatic,First,51,624.0,37.48,5476,3255
1288,2018,CNG,Manual,First,35,1196.0,73.0,6845,12427
1289,2019,Petrol,Manual,First,49,1197.0,81.8,9218,10477
1290,2013,Petrol,Manual,Second,41,1298.0,85.8,8047,36818
1291,2014,Diesel,Manual,First,53,1498.0,89.84,8747,37282
1292,2014,Petrol,Manual,First,44,1197.0,85.8,8701,29623
1293,2014,Petrol,Automatic,First,39,1197.0,78.9,6678,38224
1294,2016,Diesel,Manual,First,35,2179.0,140.0,16809,39112
1295,2015,Diesel,Manual,Second,53,1396.0,88.73,7347,41521
1296,2013,CNG,Manual,First,78,998.0,67.04,4502,49395
1297,2012,Diesel,Manual,Second,50,1396.0,88.76,6845,66486
1298,2011,Diesel,Automatic,Second,38,2993.0,258.0,29663,34175
1299,2017,Petrol,Automatic,First,33,1598.0,103.52,13310,14912
1300,2016,Diesel,Automatic,First,34,2967.0,245.0,101921,12428
1301,2016,Petrol,Manual,First,40,1497.0,117.3,12778,33751
1302,2016,Petrol,Manual,First,44,1197.0,82.0,7590,6337
1303,2016,Diesel,Manual,First,61,1498.0,98.6,12443,15122
1304,2012,Petrol,Manual,First,43,1198.0,86.8,4411,49088
1305,2015,Diesel,Manual,First,66,1248.0,88.5,10800,25165
1306,2016,Diesel,Manual,First,62,1248.0,74.0,10724,14291
1307,2015,Petrol,Automatic,First,26,2354.0,158.8,26621,39177
1308,2008,Petrol,Automatic,Second,34,1794.0,138.1,5187,48466
1309,2012,Petrol,Manual,First,39,1497.0,118.0,8640,41162
1310,2007,Diesel,Manual,First,28,2179.0,120.0,6237,46051
1311,2011,Petrol,Manual,First,31,1798.0,157.8,6084,54475
1312,2015,Diesel,Automatic,First,44,1995.0,184.0,45636,6213
1313,2007,Petrol,Manual,First,35,1586.0,104.68,2738,38831
1314,2015,Petrol,Manual,First,48,1373.0,91.1,10542,27725
1315,2012,Diesel,Automatic,First,23,4367.0,308.0,106485,41344
1316,2013,Diesel,Manual,First,30,2494.0,100.0,12017,37282
1317,2011,Petrol,Manual,First,0,1086.0,62.0,4228,12950
1318,2014,Diesel,Automatic,First,30,2199.0,194.3,21905,68350
1319,2011,Petrol,Automatic,Second,27,1796.0,186.0,20536,27961
1320,2014,CNG,Manual,Second,62,998.0,58.16,4791,24854
1321,2012,Petrol,Manual,First,46,796.0,46.3,4381,30452
1322,2016,Petrol,Manual,First,58,796.0,47.3,3270,19262
1323,2013,Petrol,Manual,First,39,1498.0,97.7,5704,4970
1324,2019,Petrol,Manual,First,58,796.0,47.3,5476,106
1325,2018,Petrol,Manual,First,56,998.0,67.1,5476,1304
1326,2018,Petrol,Automatic,First,44,1197.0,81.86,11485,12841
1327,2015,Diesel,Manual,First,56,1498.0,98.6,7149,31068
1328,2010,Diesel,Manual,Second,44,1248.0,90.0,2433,62155
1329,2011,Diesel,Manual,First,38,1991.0,123.7,5080,46833
1330,2016,Petrol,Automatic,First,42,1497.0,117.3,13843,37577
1331,2019,Petrol,Manual,First,44,1197.0,81.86,9385,11466
1332,2008,Diesel,Manual,First,51,1582.0,126.2,3803,60010
1333,2016,Petrol,Manual,First,43,1198.0,75.0,4563,19263
1334,2012,Diesel,Manual,First,52,1582.0,126.32,8747,40948
1335,2017,Petrol,Manual,First,35,1591.0,121.3,16353,16308
1336,2013,Petrol,Manual,Second,48,998.0,67.04,4335,38959
1337,2008,Petrol,Automatic,First,23,2354.0,180.0,9887,55923
1338,2016,Petrol,Automatic,First,39,1497.0,118.0,14375,22369
1339,2016,Diesel,Manual,First,64,1248.0,74.0,10268,28583
1340,2017,Diesel,Manual,First,61,1498.0,98.6,11789,45361
1341,2014,Diesel,Manual,First,53,1396.0,88.76,6693,28934
1342,2015,Diesel,Automatic,First,30,2987.0,265.0,63891,25782
1343,2014,Diesel,Manual,First,44,1461.0,108.5,8625,64490
1344,2016,Diesel,Automatic,First,46,1461.0,108.45,17494,27961
1345,2009,Petrol,Manual,First,44,998.0,67.1,2570,74564
1346,2009,Diesel,Manual,Second,40,1493.0,110.0,2738,60496
1347,2016,Petrol,Manual,First,43,1197.0,85.8,4867,38525
1348,2019,Diesel,Automatic,First,52,1995.0,187.74,69763,11416
1349,2016,Petrol,Manual,First,38,1198.0,74.0,7758,37563
1350,2010,Petrol,Manual,Second,36,1196.0,70.0,3650,42880
1351,2013,Diesel,Automatic,First,44,1995.0,184.0,33466,18641
1352,2012,Diesel,Manual,First,52,1582.0,126.32,6510,43935
1353,2015,Diesel,Manual,First,48,1461.0,83.8,8625,40188
1354,2018,Petrol,Automatic,First,44,1197.0,81.86,9431,1864
1355,2013,Diesel,Automatic,Second,40,1995.0,184.0,22042,30447
1356,2010,Diesel,Manual,First,49,1248.0,73.9,4563,44117
1357,2010,Petrol,Manual,Second,46,1086.0,68.05,3422,32311
1358,2016,Diesel,Automatic,First,37,2993.0,258.0,66599,22157
1359,2019,Petrol,Manual,First,39,1497.0,116.3,17417,3341
1360,2014,Diesel,Automatic,First,26,2696.0,184.0,15972,40389
1361,2015,Diesel,Manual,First,53,1498.0,89.84,11378,57606
1362,2010,Petrol,Manual,First,46,796.0,46.3,4715,29891
1363,2011,Petrol,Manual,First,38,1198.0,74.0,3879,29054
1364,2013,Diesel,Manual,First,51,1199.0,73.9,5324,38525
1365,2012,Diesel,Manual,First,51,1199.0,73.9,3939,21856
1366,2013,Diesel,Manual,First,48,1248.0,88.8,8290,43495
1367,2017,Diesel,Manual,First,53,1498.0,98.59,9127,18641
1368,2016,Diesel,Automatic,First,26,2755.0,171.5,23563,41394
1369,2010,Petrol,Automatic,Second,25,2497.0,150.0,19015,43061
1370,2017,Diesel,Manual,First,55,1248.0,74.0,7225,91962
1371,2017,Petrol,Manual,First,44,999.0,123.24,11941,13670
1372,2013,Diesel,Manual,First,39,1493.0,110.0,9127,46602
1373,2016,Petrol,Manual,First,41,1193.0,88.7,6084,27157
1374,2011,Diesel,Automatic,First,33,2967.0,241.4,43735,26097
1375,2012,Diesel,Manual,First,52,1248.0,74.0,3803,40389
1376,2015,Diesel,Manual,First,62,1248.0,74.0,8366,47303
1377,2010,Petrol,Manual,First,37,1368.0,90.0,2418,24762
1378,2017,Petrol,Manual,First,43,1197.0,81.83,9461,11602
1379,2016,Petrol,Manual,First,49,814.0,55.2,4183,7197
1380,2017,Diesel,Automatic,First,42,2143.0,136.0,38030,31068
1381,2014,Petrol,Manual,First,54,998.0,67.04,4259,47845
1382,2014,Petrol,Manual,Second,41,1199.0,76.8,3726,34107
1383,2016,Petrol,Automatic,First,44,1199.0,88.7,9659,13048
1384,2009,Diesel,Automatic,Third,37,1995.0,181.0,12169,36385
1385,2014,Diesel,Manual,First,44,1461.0,108.45,12550,43495
1386,2017,Petrol,Automatic,First,40,1499.0,110.4,9051,9941
1387,2018,Diesel,Manual,First,32,2393.0,147.8,30302,5529
1388,2016,Diesel,Manual,First,59,936.0,56.3,4791,51964
1389,2014,Petrol,Automatic,First,40,1798.0,189.0,8747,21784
1390,2018,Diesel,Automatic,First,25,3198.0,197.2,49348,18984
1391,2016,Diesel,Automatic,Second,52,1582.0,126.32,12184,27884
1392,2017,Petrol,Manual,First,42,1196.0,86.8,9857,15593
1393,2007,Petrol,Manual,First,37,796.0,37.0,1140,36660
1394,2014,Diesel,Manual,First,61,1498.0,98.6,7606,22369
1395,2012,Diesel,Manual,First,37,2179.0,140.0,11789,22990
1396,2010,Diesel,Manual,First,47,1399.0,68.0,3955,55923
1397,2018,Petrol,Manual,First,39,1497.0,121.36,13995,10563
1398,2015,Petrol,Manual,First,43,1197.0,81.83,7682,26454
1399,2012,Diesel,Manual,First,30,2494.0,100.0,14603,81399
1400,2013,Diesel,Manual,First,48,1461.0,83.8,8366,45981
1401,2013,Diesel,Manual,First,30,2494.0,100.6,14223,29349
1402,2009,Petrol,Manual,First,39,1497.0,118.0,3955,143954
1403,2016,Petrol,Manual,First,56,998.0,67.1,5324,6213
1404,2016,Petrol,Manual,First,45,1198.0,67.04,6480,30688
1405,2016,Petrol,Automatic,Second,54,998.0,67.04,6465,7456
1406,2010,Petrol,Manual,Second,27,1796.0,178.0,17874,40389
1407,2013,Diesel,Manual,First,55,1498.0,88.7,5324,109982
1408,2015,Petrol,Manual,First,40,1591.0,121.3,11409,55302
1409,2009,Petrol,Automatic,Third,35,1396.0,100.0,4943,44738
1410,2012,Petrol,Manual,First,41,1298.0,85.8,7453,30447
1411,2014,Diesel,Automatic,First,34,2143.0,170.0,41072,31910
1412,2017,Petrol,Manual,First,43,1197.0,81.86,13554,8363
1413,2014,Petrol,Automatic,First,40,1591.0,121.4,10176,22146
1414,2014,Diesel,Manual,First,40,1998.0,163.7,9157,32867
1415,2010,Petrol,Manual,First,33,1798.0,138.03,6845,57787
1416,2011,Petrol,Manual,First,44,998.0,66.1,3042,43495
1417,2012,Diesel,Manual,First,54,1461.0,63.1,3650,19913
1418,2013,Petrol,Manual,First,59,624.0,37.48,1825,2920
1419,2014,Diesel,Manual,First,55,1248.0,74.0,4411,44614
1420,2016,Diesel,Automatic,First,40,1968.0,184.0,41072,27961
1421,2016,Diesel,Manual,First,60,1498.0,98.6,11409,9561
1422,2004,Petrol,Manual,First,34,1599.0,104.0,2281,61390
1423,2016,Diesel,Automatic,First,33,1968.0,174.3,60088,26718
1424,2012,Diesel,Manual,First,54,1248.0,73.94,5156,52886
1425,2018,Diesel,Manual,First,36,2179.0,120.0,18863,23490
1426,2014,Diesel,Manual,First,66,1248.0,88.5,10420,27961
1427,2011,Diesel,Manual,Second,50,1364.0,138.0,8747,72079
1428,2015,Diesel,Manual,Second,58,1396.0,69.0,3042,62182
1429,2006,Petrol,Manual,First,37,796.0,37.0,1369,102526
1430,2015,Petrol,Manual,First,38,1198.0,74.0,5780,13670
1431,2017,Petrol,Automatic,First,34,1999.0,149.92,24871,5903
1432,2012,Diesel,Automatic,First,27,2982.0,169.0,25100,94448
1433,2019,Petrol,Manual,First,50,1197.0,83.1,13234,11001
1434,2016,Petrol,Manual,First,50,1197.0,83.1,9279,7456
1435,2013,Diesel,Automatic,First,55,1998.0,112.0,33375,31689
1436,2009,Diesel,Automatic,Second,30,2987.0,210.0,33466,26097
1437,2015,Petrol,Manual,First,49,998.0,67.1,4031,31689
1438,2017,Petrol,Manual,First,47,1197.0,81.8,8016,26425
1439,2014,Diesel,Manual,First,51,1248.0,74.0,3772,27961
1440,2011,Diesel,Manual,First,30,2494.0,102.0,9127,43495
1441,2009,Diesel,Manual,First,27,2982.0,171.0,13538,57166
1442,2012,Diesel,Automatic,Second,44,1995.0,184.0,27381,35515
1443,2016,Petrol,Manual,First,39,1395.0,138.02,17707,33063
1444,2019,Diesel,Manual,First,27,2982.0,171.0,13675,49709
1445,2009,Diesel,Automatic,First,36,1896.0,105.0,7986,45981
1446,2011,Diesel,Manual,First,54,1396.0,90.0,4487,22990
1447,2013,Diesel,Manual,Second,49,1248.0,88.76,4031,39767
1448,2013,Petrol,Manual,First,35,1598.0,103.6,6084,35540
1449,2016,Diesel,Automatic,First,41,1582.0,126.2,19015,34175
1450,2014,Petrol,Manual,First,49,1197.0,85.8,4943,20505
1451,2008,Petrol,Manual,First,30,1997.0,141.1,6084,43495
1452,2012,Diesel,Manual,Second,35,2179.0,140.0,9507,46602
1453,2016,Diesel,Manual,First,50,1498.0,108.62,8823,36098
1454,2015,Petrol,Manual,First,41,1193.0,88.7,7606,4626
1455,2016,Diesel,Automatic,First,30,2993.0,270.88,89341,10968
1456,2018,Petrol,Automatic,First,33,1798.0,138.03,26606,17597
1457,2011,Petrol,Manual,Second,44,998.0,66.1,2966,42874
1458,2007,Petrol,Automatic,First,26,2354.0,142.0,4563,49709
1459,2014,Petrol,Manual,First,39,1197.0,80.0,8366,26324
1460,2013,Diesel,Automatic,First,29,2982.0,168.5,25100,76428
1461,2011,Petrol,Automatic,Second,27,1796.0,186.0,22057,24854
1462,2016,Diesel,Manual,First,64,1248.0,74.0,11850,18710
1463,2017,Diesel,Manual,First,48,1248.0,88.76,12580,27200
1464,2019,Diesel,Automatic,First,29,2993.0,255.0,147664,16163
1465,2012,Petrol,Manual,First,30,1598.0,102.5,3270,34796
1466,2008,Petrol,Automatic,Second,30,1799.0,130.0,4563,59030
1467,2014,Diesel,Automatic,First,37,1995.0,184.0,43795,25531
1468,2011,Diesel,Automatic,First,47,1968.0,138.1,8290,26090
1469,2013,Diesel,Manual,First,55,1248.0,74.0,6008,45040
1470,2013,Diesel,Automatic,First,54,1984.0,150.0,24339,57166
1471,2013,Petrol,Manual,First,41,1298.0,85.8,6465,24854
1472,2014,Diesel,Automatic,First,29,2179.0,187.7,52482,34796
1473,2008,Petrol,Automatic,Third,27,2354.0,177.6,3955,77671
1474,2017,Diesel,Manual,First,30,2494.0,100.6,20506,18155
1475,2018,Diesel,Manual,First,29,2982.0,168.5,48831,24809
1476,2018,Petrol,Manual,First,43,1199.0,88.7,9385,23980
1477,2015,Petrol,Manual,First,39,1497.0,118.0,8366,19883
1478,2017,Diesel,Automatic,First,66,1248.0,73.75,13919,17538
1479,2014,Diesel,Manual,First,50,1461.0,84.8,6845,59030
1480,2014,Diesel,Manual,First,30,2494.0,100.6,15972,120545
1481,2016,Petrol,Manual,First,45,1198.0,86.8,8168,9209
1482,2012,Petrol,Manual,First,35,1598.0,103.6,8290,32311
1483,2016,Diesel,Manual,First,37,2179.0,140.0,14071,20505
1484,2016,Diesel,Manual,First,54,1498.0,98.96,11713,18144
1485,2012,Diesel,Manual,First,41,1968.0,108.49,12154,61984
1486,2012,Petrol,Manual,First,47,1197.0,78.9,4563,30447
1487,2005,Diesel,Manual,First,30,2494.0,102.0,6084,185990
1488,2018,Diesel,Manual,First,48,1248.0,88.7,10176,23804
1489,2014,Diesel,Manual,First,53,1248.0,74.0,6465,34796
1490,2017,Diesel,Automatic,First,51,1498.0,108.4,15972,19448
1491,2019,Diesel,Manual,First,32,2393.0,147.8,34303,6984
1492,2014,Petrol,Manual,Second,40,1591.0,121.3,7910,29825
1493,2019,Petrol,Manual,First,40,1497.0,117.3,18056,14839
1494,2014,Diesel,Manual,First,61,1498.0,98.6,10633,40389
1495,2011,Diesel,Manual,First,48,1598.0,103.6,7606,31068
1496,2014,Diesel,Automatic,First,28,2967.0,236.0,66933,15534
1497,2015,Petrol,Manual,First,53,796.0,47.3,4244,13048
1498,2012,Diesel,Manual,Second,49,1248.0,88.8,4411,91962
1499,2016,Petrol,Manual,First,35,1591.0,121.3,14984,42253
1500,2014,Diesel,Automatic,First,28,2987.0,224.0,74539,32311
1501,2016,Diesel,Manual,First,38,2498.0,105.0,14071,11806
1502,2011,Diesel,Manual,Second,52,1582.0,126.3,5704,45981
1503,2017,Diesel,Manual,First,61,1498.0,99.0,11089,18814
1504,2016,Diesel,Automatic,First,48,1496.0,113.98,35748,12427
1505,2013,Petrol,Manual,First,32,796.0,35.0,3955,21644
1506,2015,Diesel,Manual,Second,49,1461.0,65.0,4715,55923
1507,2016,Diesel,Automatic,First,33,2143.0,203.0,45606,24065
1508,2016,Diesel,Manual,First,44,1461.0,108.45,10237,35660
1509,2016,Diesel,Manual,First,55,1248.0,74.0,5324,62137
1510,2011,Petrol,Manual,First,38,1198.0,73.9,3574,31068
1511,2017,Diesel,Manual,First,37,2179.0,140.0,24537,40364
1512,2014,Petrol,Manual,First,38,1198.0,74.0,8975,45027
1513,2012,Petrol,Manual,First,49,1197.0,85.8,5932,42735
1514,2012,Diesel,Manual,First,30,2494.0,102.0,10572,42253
1515,2015,Diesel,Manual,First,61,1498.0,98.6,10648,20505
1516,2017,Petrol,Manual,First,39,1198.0,73.75,10998,13911
1517,2012,Diesel,Manual,First,50,1248.0,88.8,5795,55923
1518,2012,Petrol,Manual,Third,43,1197.0,85.8,6845,26097
1519,2017,Diesel,Manual,First,46,1582.0,126.2,19167,24088
1520,2015,Diesel,Automatic,First,28,2967.0,241.4,73018,13048
1521,2010,Petrol,Manual,First,46,796.0,46.3,4502,36745
1522,2014,Diesel,Manual,First,60,1498.0,98.6,4943,22369
1523,2011,Diesel,Automatic,Second,43,1968.0,167.7,12930,59030
1524,2013,Diesel,Automatic,First,45,1582.0,126.24,13310,31689
1525,2011,Petrol,Manual,First,44,998.0,67.1,4685,22624
1526,2017,Diesel,Automatic,First,30,1999.0,148.31,63130,24854
1527,2016,Petrol,Manual,First,41,1497.0,117.3,10648,16963
1528,2011,Petrol,Automatic,Second,34,1991.0,181.03,17494,18524
1529,2011,Petrol,Manual,First,48,998.0,67.04,3955,44117
1530,2014,Diesel,Manual,First,52,1582.0,126.3,6541,19883
1531,2017,CNG,Manual,First,41,1373.0,80.46,12702,11951
1532,2017,Diesel,Automatic,First,40,1968.0,141.0,37878,31385
1533,2011,Diesel,Automatic,First,35,1995.0,177.0,20916,63379
1534,2014,Diesel,Manual,First,56,1186.0,73.97,5856,26269
1535,2014,Diesel,Automatic,First,30,2143.0,201.1,35368,28583
1536,2015,Petrol,Manual,First,44,1197.0,82.0,8747,31068
1537,2008,Petrol,Manual,Second,47,1197.0,78.9,2510,38525
1538,2012,Diesel,Manual,First,45,1968.0,138.1,9887,48466
1539,2011,Diesel,Manual,First,41,1968.0,138.08,11409,49088
1540,2019,Diesel,Automatic,First,34,2967.0,245.0,110957,4208
1541,2010,Diesel,Manual,Second,27,2982.0,171.0,16733,83885
1542,2013,Petrol,Manual,First,44,1061.0,67.0,4594,22814
1543,2013,Petrol,Manual,First,49,814.0,55.2,5050,40426
1544,2013,Petrol,Manual,First,45,1198.0,86.8,4928,20505
1545,2015,Petrol,Manual,First,53,796.0,47.3,3574,6903
1546,2013,Diesel,Manual,First,37,2523.0,62.1,8366,39146
1547,2015,Petrol,Manual,First,41,1497.0,117.3,10268,16795
1548,2015,Petrol,Manual,First,35,1598.0,103.52,9355,12178
1549,2016,Petrol,Manual,First,51,1197.0,81.8,8290,17246
1550,2013,Petrol,Manual,Second,49,814.0,55.2,3498,12427
1551,2015,Petrol,Manual,First,49,1197.0,83.14,9446,15398
1552,2014,Petrol,Automatic,First,45,1198.0,76.0,7925,29392
1553,2008,Petrol,Automatic,First,19,4134.0,250.0,18239,44117
1554,2010,Diesel,Manual,First,41,1248.0,75.0,4715,83885
1555,2017,Diesel,Manual,First,31,2179.0,138.03,11409,621
1556,2016,Diesel,Manual,First,47,1498.0,88.8,6084,18019
1557,2016,Petrol,Manual,First,41,1497.0,117.3,11759,22597
1558,2015,Petrol,Manual,First,40,1497.0,117.3,11865,23612
1559,2011,Petrol,Manual,First,37,796.0,37.0,1977,52175
1560,2014,Diesel,Manual,First,47,1498.0,88.8,6723,51338
1561,2009,Diesel,Automatic,First,29,1991.0,147.9,6084,55302
1562,2016,Diesel,Manual,First,37,2179.0,140.0,19775,33554
1563,2015,Diesel,Manual,First,60,1498.0,98.6,8184,38332
1564,2011,Petrol,Manual,Second,39,1197.0,80.0,4943,20008
1565,2016,Petrol,Automatic,First,48,998.0,67.0,5887,42644
1566,2014,Diesel,Automatic,Second,39,1968.0,138.03,12550,37903
1567,2018,Petrol,Manual,First,48,1373.0,91.1,14116,20284
1568,2012,Diesel,Automatic,First,27,2179.0,120.0,9507,52816
1569,2008,Petrol,Manual,Second,35,1150.0,74.9,1749,46602
1570,2016,Petrol,Manual,First,48,1373.0,91.2,11865,25070
1571,2012,Diesel,Manual,First,54,1396.0,90.0,6845,37771
1572,2018,Petrol,Manual,First,43,1199.0,88.7,11500,11597
1573,2017,Diesel,Manual,First,37,2179.0,140.0,24461,35944
1574,2012,Petrol,Manual,First,39,1197.0,80.0,6845,32458
1575,2012,Diesel,Manual,First,52,1582.0,126.32,7606,79535
1576,2011,Petrol,Manual,First,46,1086.0,68.05,3346,33554
1577,2014,Petrol,Automatic,First,54,998.0,67.04,6084,30944
1578,2012,Diesel,Manual,First,49,1199.0,73.9,3818,60894
1579,2015,Diesel,Manual,First,59,1248.0,74.0,7225,37341
1580,2008,Petrol,Manual,Second,37,1086.0,66.7,3042,42253
1581,2010,Petrol,Manual,Second,47,1197.0,78.9,3194,50580
1582,2013,Petrol,Automatic,First,38,1499.0,110.0,9507,23612
1583,2011,Diesel,Automatic,Second,27,2987.0,210.0,16124,57314
1584,2017,Diesel,Manual,First,59,1248.0,74.0,9127,30586
1585,2004,Petrol,Manual,Second,37,796.0,37.0,684,7456
1586,2010,Petrol,Manual,Third,37,1298.0,88.2,3803,34112
1587,2018,Petrol,Manual,First,35,1591.0,121.3,19395,1553
1588,2017,Diesel,Automatic,First,40,1995.0,190.0,46077,20404
1589,2006,Petrol,Manual,First,32,1299.0,70.0,2433,16824
1590,2017,Diesel,Manual,First,53,1498.0,89.84,11469,46879
1591,2015,Petrol,Manual,First,48,1373.0,91.1,10405,28956
1592,2012,Diesel,Automatic,First,43,1968.0,167.7,9127,44738
1593,2017,Diesel,Manual,First,64,1498.0,98.6,12169,16777
1594,2016,Diesel,Automatic,First,40,1968.0,174.33,37634,42373
1595,2017,Diesel,Manual,First,56,1120.0,70.0,8366,21393
1596,2013,Diesel,Automatic,First,28,2987.0,224.0,54763,28583
1597,2013,Diesel,Manual,First,30,2494.0,100.6,17935,50047
1598,2011,Petrol,Manual,Second,39,1498.0,97.7,4563,26097
1599,2011,Diesel,Automatic,Second,47,1968.0,138.1,10268,58919
1600,2006,Petrol,Manual,First,34,1399.0,92.7,2129,62137
1601,2014,Diesel,Manual,First,56,1498.0,98.6,8747,35418
1602,2010,Diesel,Manual,First,49,1248.0,73.9,5172,49643
1603,2011,Petrol,Manual,Second,38,1198.0,73.9,7438,27805
1604,2013,Petrol,Manual,First,31,1598.0,102.5,7530,19262
1605,2013,Petrol,Automatic,Second,39,998.0,66.1,5309,37647
1606,2014,Petrol,Manual,First,39,1497.0,118.0,9659,27198
1607,2017,Petrol,Automatic,First,44,1197.0,82.0,10770,14649
1608,2017,Diesel,Automatic,First,31,1999.0,177.0,57806,2485
1609,2012,Diesel,Manual,First,28,2179.0,120.0,9507,38525
1610,2011,Petrol,Automatic,First,27,1796.0,186.0,15440,22369
1611,2014,Petrol,Automatic,First,32,1798.0,157.75,16353,49709
